gene,pLI
SPRR2F,0.003622031
LELP1,0.000473718
SPRR3,0.006042967
SPRR2G,0.026608019
S100A4,0.004651459
SLC39A1,0.16707683
S100A3,0.000978354
S100A1,0.004656021
CHTOP,0.998109469
CRTC2,0.996361791
S100A5,4.81E-05
S100A16,0.005638452
INTS3,0.999997023
S100A13,0.035153142
NPR1,0.000172509
S100A6,0.178917966
S100A14,0.057046954
ILF2,0.997052017
GATAD2B,0.998594716
SLC27A3,7.80E-11
S100A2,0.000135122
S100A7,0.547478872
SNAPIN,3.05E-05
DENND4B,0.999987069
RAB13,0.570125705
HAX1,1.11E-05
JTB,0.645223905
TPM3,0.191983984
AQP10,0.015278293
PMVK,0.000305455
UBAP2L,0.999999873
IL6R,0.047869037
SHE,0.721620119
KCNN3,0.864940881
ADAR,0.907595373
C1orf189,0.000114765
CREB3L4,8.06E-05
C1orf43,0.173985957
TDRD10,2.45E-06
CHRNB2,0.720254345
RPS27,0.697777961
UBE2Q1,0.969363487
NUP210L,0.14464062
ATP8B2,0.999564592
CKS1B,0.723280936
PBXIP1,5.80E-07
EFNA3,0.180564105
SHC1,0.341634863
MTX1,0.19822129
DPM3,0.23347017
THBS3,1.21E-08
EFNA4,0.000252891
ADAM15,1.08E-11
PYGO2,0.923104365
LENEP,0.032282623
EFNA1,0.872063428
SLC50A1,0.130229792
DCST1,3.89E-15
FLAD1,0.091793511
ZBTB7B,0.837393371
TRIM46,0.998652125
KRTCAP2,0.02997049
MUC1,0.730964975
DCST2,1.46E-09
ASH1L,1
SSR2,0.822108921
RIT1,0.666809792
SCAMP3,0.01289441
MSTO1,0.041804485
GON4L,0.999998892
PKLR,1.00E-05
KIAA0907,0.997113618
CLK2,0.999952949
YY1AP1,0.000145221
GBA,0.03404054
RXFP4,0.005495818
ARHGEF2,0.999993235
HCN3,0.015093383
SYT11,0.801740135
UBQLN4,0.99752242
FDPS,0.001751278
RUSC1,0.949429118
DAP3,1.91E-05
FAM189B,0.000482815
VHLL,0.002900573
RAB25,9.31E-06
TSACC,0.069791726
SEMA4A,0.615371621
PAQR6,0.000721604
LAMTOR2,0.481086312
BGLAP,1.76E-05
PMF1,1.71E-05
C1orf85,4.69E-08
RHBG,3.73E-10
LMNA,0.993449023
IQGAP3,6.47E-16
MEF2D,0.998547093
CCT3,0.998745413
PMF1-BGLAP,1.71E-05
MEX3A,0.881462711
TMEM79,3.50E-07
C1orf61,0.10442249
SMG5,0.998179753
SLC25A44,0.247810862
INSRR,4.92E-07
APOA1BP,1.73E-06
PEAR1,1.19E-14
CRABP2,0.008166869
LRRC71,0.009049218
GPATCH4,1.69E-07
ETV3L,1.21E-05
MRPL24,0.001491227
HDGF,0.269699274
BCAN,0.003612125
NES,2.07E-05
NTRK1,0.000424899
ISG20L2,0.821397244
ARHGEF11,0.999945339
PRCC,0.921293122
TTC24,6.58E-05
HAPLN2,1.05E-05
RRNAD1,2.12E-08
SH2D2A,8.43E-05
ETV3,0.783799556
CD1B,1.15E-07
FCRL1,0.001595267
FCRL4,1.60E-07
FCRL2,0.00016004
KIRREL,0.959460083
OR10K1,0.013099189
FCRL5,7.49E-14
OR10R2,0.044375651
FCRL3,4.56E-18
CD1E,8.78E-13
CD5L,7.10E-07
OR10Z1,0.00736423
CD1C,6.44E-07
CD1A,5.01E-17
CD1D,0.000899329
OR10X1,0.005902742
OR10T2,0.063110527
OR10K2,8.05E-05
OR6Y1,0.017981897
OR10J5,0.723391071
SPTA1,5.85E-05
OR6K6,0.010483104
OR10J1,1.59E-08
OR6N1,0.00123986
IFI16,0.002956041
CADM3,0.975630651
AIM2,9.01E-08
APCS,0.038637544
OR6N2,0.023439916
FCRL6,5.08E-14
DUSP23,0.041146827
MNDA,7.23E-11
OR6K3,0.006906368
DARC,0.000273606
PYHIN1,0.000917068
FCER1A,0.002558028
OR6K2,6.63E-05
OR10J3,0.001039428
CRP,3.06E-05
IGSF8,2.28E-06
ATP1A4,1.90E-11
PEX19,0.042922172
IGSF9,0.56891088
VSIG8,0.003159998
PIGM,0.000916858
SLAMF9,0.007857832
CASQ1,1.04E-09
KCNJ9,0.583029242
KCNJ10,0.598388823
TAGLN2,0.003290733
SLAMF8,1.71E-06
DCAF8,0.999730107
COPA,0.999999998
C1orf204,0.093368149
ATP1A2,0.600219587
NCSTN,0.999982343
CCDC19,2.36E-10
PEA15,0.698679172
NHLH1,0.640239275
ITLN2,1.15E-05
PFDN2,0.219933484
ITLN1,0.004891194
F11R,5.54E-05
SLAMF7,0.006544626
CD48,0.000152359
USF1,0.381283032
CD244,0.001747172
KLHDC9,5.37E-06
LY9,4.14E-10
PVRL4,0.439337893
CD84,0.000390057
SLAMF1,0.135406432
SLAMF6,0.356879515
NIT1,0.000861525
UFC1,0.089954188
VANGL2,0.948574652
DEDD,0.86950321
ARHGAP30,0.968957888
FCGR2B,0.047402608
B4GALT3,0.020822874
FCGR2A,0.000150862
APOA2,0.009437055
C1orf192,5.00E-06
SDHC,0.095419956
FCER1G,0.635845638
USP21,0.074651654
TOMM40L,0.744035828
ADAMTS4,0.00546594
HSPA6,0.461296069
MPZ,0.691715781
FCGR3B,3.30E-05
NR1I3,0.00035522
NDUFS2,0.997735395
FCRLA,0.000166358
FCGR3A,1.22E-05
PPOX,0.32833176
PCP4L1,0.22398583
FCRLB,1.20E-08
UHMK1,0.729319452
ATF6,3.11E-05
RGS4,1.59E-05
OLFML2B,3.02E-06
HSD17B7,0.001754508
MGST3,0.007153041
SH2D1B,0.059883365
PBX1,0.910582151
NUF2,6.56E-05
RGS5,0.040499886
RXRG,0.937024402
LRRC52,0.001329071
C1orf110,1.06E-05
DUSP12,0.003535337
UAP1,0.90807501
LMX1A,0.901260324
DDR2,0.990992372
C1orf111,2.10E-05
NOS1AP,0.119913961
C1orf226,0.723357169
GPA33,1.50E-06
FAM78B,0.770974374
MAEL,0.021254638
ALDH9A1,1.29E-05
CD247,0.661382967
ADCY10,5.85E-26
TMCO1,9.55E-07
DCAF6,0.996908923
MPZL1,0.327816834
MPC2,0.449429467
CREG1,0.017079445
RCSD1,0.10822184
DUSP27,2.05E-15
POGK,0.917279175
UCK2,0.962082764
ILDR2,0.398939847
POU2F1,0.913950638
TADA1,0.358858663
GPR161,0.02957929
METTL18,0.028935054
BLZF1,7.05E-06
CCDC181,3.80E-07
ATP1B1,0.995564605
KIFAP3,0.001971549
XCL1,0.088160228
DPT,9.11E-05
SELP,4.62E-20
XCL2,0.087432539
C1orf112,5.98E-08
SFT2D2,0.003949651
NME7,0.003528477
SELE,1.66E-08
SCYL3,0.547053808
F5,4.69E-08
SLC19A2,0.004285879
TBX19,2.80E-05
TIPRL,0.86724967
SELL,0.001734631
FMO2,0.00129018
MYOC,5.02E-08
FMO4,2.41E-09
PRRC2C,1
C1orf105,0.000319848
GORAB,6.83E-06
DNM3,0.028276991
FMO1,5.10E-07
VAMP4,0.919995934
MROH9,2.47E-06
SUCO,0.302497744
FASLG,0.611670214
FMO3,2.83E-09
PRRX1,0.752904237
PRDX6,0.009989768
TNFSF4,0.125230007
FMO6P,0.376800998
METTL13,0.00133198
PIGC,0.000110183
TNFSF18,0.000468356
MRPS14,0.001658745
DARS2,4.41E-09
PAPPA2,0.001250054
RFWD2,0.998566093
RC3H1,0.999539903
TNN,5.19E-15
SLC9C2,1.19E-06
RABGAP1L,0.089172714
CACYBP,0.943386849
SEC16B,4.44E-13
SERPINC1,0.993263587
ZBTB37,0.734036618
ANKRD45,0.019887275
CENPL,0.513926394
KLHL20,0.061677082
ASTN1,0.999415997
BRINP2,0.999086308
TNR,0.987762732
GPR52,0.065458592
C1ORF220,0.000458582
IFRG15,0.702840889
FAM163A,0.579850964
ANGPTL1,1.53E-08
SOAT1,1.67E-05
ABL2,0.009702577
LHX4,0.401093501
TDRD5,0.975818615
TOR1AIP1,0.064614782
CEP350,0.99999639
AXDND1,1.80E-15
TOR3A,2.47E-08
FAM20B,0.28581378
NPHS2,0.008964142
TEX35,0.001664771
RALGPS2,0.922194824
TOR1AIP2,4.04E-05
QSOX1,6.78E-05
RASAL2,0.226449659
RGS8,0.520349598
GLUL,0.977842593
TEDDM1,0.084146706
LAMC2,7.93E-05
CACNA1E,1
IER5,0.666267931
SHCBP1L,7.09E-10
MR1,5.61E-09
NPL,4.51E-07
KIAA1614,2.19E-13
RNASEL,8.98E-09
DHX9,0.999999986
STX6,0.019849117
NMNAT2,0.943848445
LAMC1,0.999999625
XPR1,0.998119588
ZNF648,8.27E-06
ACBD6,0.064959259
RGS16,0.009002649
APOBEC4,0.000618475
SMG7,0.999981493
RNF2,0.944004162
IVNS1ABP,0.999065766
TRMT1L,0.939618901
FAM129A,1.40E-13
NCF2,8.51E-05
TPR,1
RGL1,0.987846909
OCLM,0.017329039
PRG4,0.469279559
COLGALT2,5.02E-07
SWT1,0.117421725
ARPC5,0.772685975
EDEM3,0.122702493
HMCN1,2.19E-18
C1orf21,0.819116614
C1orf27,1.38E-06
TSEN15,0.504749058
CFHR2,8.62E-09
RGS2,0.002945119
CFH,0.999630968
RGS18,0.090828367
KCNT2,0.666802214
PDC,2.23E-06
B3GALT2,0.491100476
UCHL5,0.781096748
GLRX2,6.51E-05
CFHR3,1.22E-05
RGS21,0.007405454
RGS13,9.34E-05
BRINP3,0.003759093
CFHR1,0.000909322
RGS1,0.635710552
PTGS2,0.999033116
CFHR4,1.90E-13
TROVE2,0.0190449
PLA2G4A,0.001100018
CDC73,0.999958508
CFHR5,9.57E-22
KIF21B,0.99941409
ATP6V1G3,0.030501779
ASPM,6.16E-26
KIF14,6.03E-05
C1orf53,0.104698727
DDX59,0.001077915
NEK7,0.707657761
C1orf106,0.555282613
CACNA1S,9.56E-08
NR5A2,0.959085111
CAMSAP2,0.999973882
DENND1B,0.636578248
ZNF281,0.95167159
F13B,2.13E-05
GPR25,0.005635451
ZBTB41,0.769627403
LHX9,0.941757643
CRB1,3.36E-09
PTPRC,0.999941156
CSRP1,0.003422034
TMEM9,0.298539882
ELF3,0.986666748
TIMM17A,0.243777584
SHISA4,0.001071482
IPO9,0.999992155
TNNI1,0.120125045
RNPEP,4.81E-11
PHLDA3,0.527854532
GPR37L1,2.88E-07
IGFN1,2.50E-18
ARL8A,0.630040288
PKP1,0.004802364
NAV1,0.999999985
TNNT2,0.01285284
LMOD1,0.790872727
PTPN7,2.57E-07
LAD1,4.13E-08
KDM5B,5.09E-05
ADORA1,0.021258038
TMEM183A,0.948747425
CHIT1,1.39E-09
PPFIA4,0.001515533
CHI3L1,0.001125812
UBE2T,0.000369195
SYT2,0.887810989
FMOD,0.049581381
CYB5R1,9.33E-09
RABIF,0.025290257
LGR6,4.09E-05
MYBPH,3.22E-11
BTG2,0.048978487
PRELP,0.003736486
ADIPOR1,0.592753906
MYOG,0.74001206
PPP1R12B,0.124454642
KLHL12,0.008086988
PPP1R15B,0.161223928
KISS1,0.524779455
GOLT1A,0.038757883
LRRN2,0.22078125
PIK3C2B,0.976238395
REN,0.006604139
ZC3H11A,0.997151605
ATP2B4,0.521756389
MDM4,0.998569578
PLEKHA6,0.98196907
ETNK2,0.007118854
RBBP5,0.995054147
SNRPE,0.891456792
LAX1,4.68E-07
TMEM81,0.000222029
CNTN2,0.129621135
OPTC,4.31E-07
SOX13,0.96409953
NFASC,0.998762678
C1orf186,0.001895127
TMCC2,0.288835547
DSTYK,0.147285746
CDK18,7.16E-08
SLC41A1,0.705784065
MFSD4,0.009988657
AVPR1B,2.82E-05
RAB7L1,0.790354891
LEMD1,0.004572606
SLC45A3,0.036849535
SLC26A9,0.002985459
NUAK2,3.18E-05
KLHDC8A,1.59E-05
ELK4,0.084588675
CTSE,4.87E-07
PM20D1,1.27E-09
IKBKE,0.804391777
NUCKS1,0.979237658
IL19,0.020320233
PIGR,0.650095687
FAIM3,0.000560564
CR2,2.17E-11
MAPKAPK2,0.996185445
RASSF5,0.248711066
CD55,2.49E-07
IL24,0.002715888
C4BPA,0.012739358
C1orf116,0.371958032
EIF2D,6.60E-06
DYRK3,0.000220922
IL10,0.029162226
C4BPB,2.58E-06
YOD1,0.543401294
FCAMR,8.00E-06
PFKFB2,0.001088627
IL20,0.002539178
CR1,9.34E-08
C1orf147,0.012063902
DIEXF,0.04923486
CD34,0.003449569
TRAF5,8.83E-06
HHAT,0.000341684
CD46,0.000191603
RCOR3,0.672007746
SYT14,0.966548707
C1orf74,0.489345231
CR1L,3.56E-15
HSD11B1,0.691555251
G0S2,0.153689954
IRF6,0.975119181
LAMB3,1.36E-09
PLXNA2,0.993981182
CAMK1G,0.101614387
RD3,0.097516227
SLC30A1,0.913544367
KCNH1,0.33301456
TRAF3IP3,1.38E-06
SERTAD4,0.641278925
PROX1,0.993426963
NENF,0.002991004
TMEM206,8.01E-06
LPGAT1,0.967547481
DTL,0.007013382
SMYD2,0.005368937
C1orf227,0.27160333
RPS6KC1,0.020440097
INTS7,0.860980155
ANGEL2,0.121064259
NEK2,8.72E-07
BATF3,0.030761382
NSL1,0.043155917
FLVCR1,0.000373086
PTPN14,0.991959026
ATF3,0.276113481
FAM71A,2.16E-10
PPP2R5A,0.899520424
VASH2,0.819582565
TATDN3,4.62E-05
GPATCH2,9.66E-05
TGFB2,0.989115508
MARC1,8.20E-05
MARC2,0.032600703
HLX,0.561219969
MARK1,0.990825676
SPATA17,0.004739108
RRP15,0.00163197
KCNK2,0.339842885
ESRRG,0.93661121
C1orf115,0.283640867
BPNT1,0.000218975
KCTD3,0.986866111
RAB3GAP2,0.998736483
SLC30A10,0.921869998
USH2A,3.68E-43
LYPLAL1,3.45E-08
EPRS,3.85E-07
CENPF,2.13E-25
IARS2,0.472741795
TAF1A,6.60E-07
CAPN8,0.015180936
CNIH4,0.08472499
DISP1,4.23E-06
AIDA,0.082372382
FBXO28,0.930139055
NVL,7.76E-12
MIA3,0.471388106
DEGS1,0.859651069
TLR5,5.69E-09
TP53BP2,0.002018518
CAPN2,1.62E-11
HHIPL2,1.14E-17
C1orf65,5.56E-11
WDR26,0.999677391
CNIH3,0.381818439
DUSP10,0.49952147
FAM177B,9.21E-06
SUSD4,0.004571754
BROX,2.48E-05
DNAH14,8.77E-06
ENAH,0.995700037
LBR,0.997025227
PARP1,0.006996931
SRP9,0.308171839
ACBD3,0.98182333
PSEN2,0.027014182
C1orf95,0.092054081
EPHX1,1.62E-07
LEFTY1,6.88E-05
PYCR2,0.005062942
SDE2,5.17E-07
MIXL1,0.042890267
LEFTY2,0.122897476
LIN9,0.9999265
H3F3A,0.692334634
RP4-559A3.7,0.016354595
ITPKB,0.998850076
TMEM63A,6.11E-05
MRPL55,0.000411108
OBSCN,5.36E-91
IBA57,0.083021015
TRIM11,0.547146513
CDC42BPA,0.999920148
PRSS38,0.030266614
ARF1,0.819433491
GJC2,0.483282479
JMJD4,1.87E-07
GUK1,0.00010002
WNT3A,0.777794121
HIST3H3,0.000822081
WNT9A,0.68038415
SNAP47,0.000304823
ADCK3,1.24E-05
TRIM17,2.40E-05
C1orf145,0.097680709
ZNF678,4.67E-07
C1orf35,0.074007037
C1orf198,0.027375276
PGBD5,0.028063243
TAF5L,0.985849777
AGT,1.57E-09
SPHAR,0.014463117
HIST3H2A,0.484381729
COG2,0.000167565
HIST3H2BB,0.022826387
URB2,3.34E-11
RHOU,0.531957244
CAPN9,1.73E-11
NUP133,0.06623242
ABCB10,7.95E-06
RAB4A,0.081107904
TTC13,0.673224182
ACTA1,0.008026632
CCSAP,0.111783071
GALNT2,0.881985613
KCNK1,0.580150979
DISC1,0.019709884
NTPCR,1.70E-05
IRF2BP2,0.470291319
GNPAT,0.291272733
MLK4,0.000607299
FAM89A,0.009640542
TSNAX,0.972037851
TRIM67,0.672039658
EGLN1,0.925890294
MAP10,1.29E-14
SLC35F3,0.894523108
EXOC8,0.987113069
SPRTN,0.981335747
SIPA1L2,0.999219706
COA6,0.08854731
ARV1,1.55E-06
C1orf131,1.77E-07
TARBP1,5.70E-16
PCNXL2,7.55E-14
TOMM20,0.577780758
MTR,2.84E-07
EDARADD,0.103567655
HEATR1,0.999999993
NID1,0.000366476
RYR2,0.999999934
ERO1LB,1.54E-05
LYST,0.999978423
ZP4,3.79E-10
ARID4B,0.999976459
GGPS1,0.666629559
GNG4,0.158455672
ACTN2,0.999811916
B3GALNT2,4.87E-06
RBM34,7.95E-09
MT1HL1,0.020062126
TBCE,6.29E-07
LGALS8,0.000188797
GPR137B,0.00025303
CHRM3,0.937026128
WDR64,4.90E-15
FH,0.148694445
C1orf101,5.89E-07
OPN3,0.84628904
FMN2,0.994502609
MAP1LC3C,0.000381762
EXO1,9.25E-09
C1orf100,3.54E-08
GREM2,0.081742843
SDCCAG8,1.33E-07
AKT3,0.999585399
ADSS,0.822870228
ZBTB18,0.970123549
CHML,0.00115778
KMO,0.000261679
PLD5,0.124197737
RGS7,0.781745873
CNST,0.925062822
SCCPDH,0.011900703
DESI2,0.915084441
ZNF124,1.30E-07
KIF26B,0.999987956
AHCTF1,1
TFB2M,9.62E-05
NLRP3,0.447262679
C1orf229,0.520799629
ZNF695,1.30E-10
ZNF496,0.983327488
ZNF670,0.451260083
COX20,0.011885436
SMYD3,7.80E-06
EFCAB2,7.51E-05
HNRNPU,0.999903323
OR2B11,0.021516518
OR2C3,0.114992647
ZNF669,0.060499399
OR13G1,0.005667958
OR2AJ1,0.015283314
OR14A16,0.005998375
OR6F1,0.000152779
OR1C1,0.253342625
OR2L3,6.39E-05
OR14K1,0.002407092
OR2L13,0.014419191
OR2AK2,0.015957698
OR2G3,0.057092658
OR2W3,0.079635091
GCSAML,0.03579586
OR2T8,0.717437697
OR11L1,0.019479858
OR2G2,0.057128042
TRIM58,2.08E-07
OR2L2,0.001867748
OR2L5,7.11E-05
OR2L8,0.17916862
OR2M4,0.000224878
OR2T29,0.476864535
OR2T5,0.620583477
OR14C36,0.010180069
OR2T33,0.016492203
OR2T2,0.692627481
OR2M5,0.001566155
OR2T6,0.050581547
OR2T7,0.100403454
OR2T10,0.000155749
OR2T34,0.746970218
OR2G6,0.009751701
OR2T3,0.358715347
OR2T12,0.017041702
OR2M3,0.067199712
OR2T4,0.337136812
OR2T11,2.01E-05
OR2M2,0.000216665
OR2T1,7.29E-07
OR2M7,0.01235641
SH3BP5L,0.140999406
OR14I1,3.00E-05
ZNF672,0.000127541
PGBD2,3.89E-07
ZNF692,3.97E-07
OR2T27,0.000134198
OR2T35,0.536149911
TPO,1.36E-07
TMEM18,0.053635149
SOX11,0.343767037
RSAD2,4.59E-12
ADI1,0.006029451
FAM110C,8.71E-08
MYT1L,0.999963989
TRAPPC12,1.34E-09
RNASEH1,0.016415654
PXDN,2.04E-05
TSSC1,0.121031637
RPS7,0.907087093
SH3YL1,1.00E-05
FAM150B,0.384937771
SNTG2,9.18E-07
CMPK2,0.001807965
ACP1,0.002207534
COLEC11,0.072034475
ALLC,4.61E-11
TAF1B,4.29E-06
ODC1,0.950802103
RRM2,0.968270921
ASAP2,0.999986043
IAH1,0.000119135
CPSF3,3.46E-05
C2orf48,0.031818371
CYS1,0.00331532
KLF11,0.00111669
ITGB1BP1,0.001900849
HPCAL1,0.779954229
ID2,0.583638222
RNF144A,0.988258457
ADAM17,0.997367645
MBOAT2,0.71697038
GRHL1,0.983150779
NOL10,0.803303948
ATP6V1C2,2.26E-06
KIDINS220,0.029044578
YWHAQ,0.873107724
FAM84A,0.087816303
MYCN,0.913862108
DDX1,0.998606607
TRIB2,0.926787339
PDIA6,0.120591092
LPIN1,2.35E-05
SMC6,0.45541979
VSNL1,0.744967825
RAD51AP2,1.70E-18
GREB1,0.025485538
NTSR2,2.53E-05
PQLC3,6.75E-07
KCNF1,0.49836903
ROCK2,0.99999999
NBAS,1.89E-25
E2F6,0.554509012
C2orf50,0.003602248
FAM49A,0.805360676
C2orf43,0.000647485
TTC32,0.089897896
NT5C1B-RDH14,5.07E-05
SDC1,0.290469547
APOB,5.49E-16
WDR35,2.65E-16
PUM2,0.999922864
RHOB,0.245030977
RDH14,0.232943493
NT5C1B,3.45E-05
GEN1,2.86E-10
LAPTM4A,0.50380241
GDF7,0.778067352
KCNS3,0.016090126
OSR1,0.774760147
MATN3,1.61E-06
MSGN1,0.19109733
HS1BP3,0.000353325
SF3B14,0.881404455
C2orf44,0.001441348
PTRHD1,9.18E-06
DNMT3A,7.73E-45
NCOA1,0.999077343
CENPO,6.63E-06
DTNB,0.000530412
UBXN2A,0.000588703
ADCY3,0.001379301
FKBP1B,0.008885327
POMC,0.000689013
DNAJC27,0.048258233
ITSN2,0.024433691
TP53I3,3.76E-07
PFN4,0.001131063
ATAD2B,0.999998682
FAM228A,0.00040974
MFSD2B,1.76E-07
EPT1,0.34746175
SLC35F6,0.016130758
AC013449.1,0.174139213
KIF3C,0.909864326
C2orf70,0.000944694
DPYSL5,0.998332101
CENPA,0.139975206
ASXL2,0.992738818
AGBL5,0.020694851
RAB10,0.944404791
GPR113,1.49E-10
HADHB,1.05E-07
OTOF,4.33E-25
CIB4,2.30E-06
MAPRE3,0.799864407
TMEM214,0.001167355
HADHA,0.015111331
DRC1,1.30E-10
PREB,0.001898363
SLC5A6,0.571968338
TCF23,0.000503312
ZNF513,0.940738428
KHK,5.36E-05
DNAJC5G,0.003974789
SNX17,0.686180301
EIF2B4,0.832609529
CAD,0.999999702
UCN,0.517240163
EMILIN1,0.005216561
ATRAID,0.007913949
MPV17,1.10E-08
CGREF1,5.50E-08
TRIM54,8.25E-07
SLC30A3,0.646083872
ABHD1,1.06E-21
C2orf53,1.55E-09
GTF3C2,0.999786436
SLC4A1AP,7.74E-07
GCKR,3.58E-16
CCDC121,9.73E-05
SUPT7L,0.833193339
MRPL33,0.749164757
PLB1,1.99E-56
GPN1,0.004903592
NRBP1,0.999548511
C2orf16,3.92E-17
ZNF512,0.949146986
FOSL2,0.925334262
FNDC4,0.759219016
PPP1CB,0.997194974
RBKS,1.93E-05
BRE,0.279976283
SPDYA,0.166884224
KRTCAP3,0.044523534
IFT172,2.29E-18
PPM1G,0.996010386
XDH,1.56E-13
WDR43,0.99894244
MEMO1,0.876156694
EHD3,0.088534396
GALNT14,3.03E-09
LBH,0.300590032
FAM179A,2.53E-20
SLC30A6,0.012659612
YPEL5,0.799401084
DPY30,0.451358336
LCLAT1,0.00017561
NLRC4,4.35E-08
SPAST,0.997074713
ALK,0.522362517
C2orf71,5.65E-10
CLIP4,0.000288888
YIPF4,0.019788591
TRMT61B,4.01E-06
CAPN13,1.83E-09
SULT6B1,3.48E-11
QPCT,1.87E-08
CRIM1,0.977883079
HEATR5B,8.10E-10
EIF2AK2,0.051553423
PRKD3,0.008075656
STRN,0.969336393
FAM98A,0.689414914
TTC27,6.54E-09
VIT,4.91E-22
RASGRP3,0.110282852
AC007390.5,0.346577579
GPATCH11,1.27E-05
LTBP1,0.526234698
BIRC6,1
FEZ2,3.59E-05
NDUFAF7,1.18E-11
CDC42EP3,0.275699033
CEBPZ,1.78E-05
RMDN2,5.21E-16
EML4,0.391138665
SRSF7,0.997841973
SLC8A1,0.988208625
COX7A2L,0.000410249
GALM,8.93E-09
CYP1B1,0.000296476
DHX57,4.42E-08
ATL2,0.980197371
HNRNPLL,0.005394388
SOS1,0.999999895
MAP4K3,0.804701046
CDKL4,3.69E-08
THUMPD2,1.94E-08
GEMIN6,0.002595146
TMEM178A,0.951747716
PKDCC,5.41E-05
PLEKHH2,1.79E-26
SIX3,0.348879194
ABCG8,3.75E-16
MTA3,0.855163472
EPAS1,0.997628293
DYNC2LI1,8.38E-05
HAAO,7.80E-06
ZFP36L2,0.456433762
SRBD1,1.67E-14
THADA,1.24E-28
SLC3A1,7.55E-16
KCNG3,0.04059744
OXER1,4.77E-07
PPM1B,0.109620711
SIX2,0.870283342
ABCG5,1.90E-15
CAMKMT,5.15E-13
PREPL,2.43E-11
PRKCE,0.999891646
LRPPRC,0.000433778
FBXO11,0.999979628
MSH2,0.867725631
CALM2,0.856387219
FOXN2,0.392770621
EPCAM,7.50E-07
C2orf61,0.014100347
ATP6V1E2,9.71E-05
PIGF,0.00090904
KCNK12,0.671633264
CRIPT,0.01861462
STON1-GTF2A1L,1.65E-14
PPP1R21,0.0004021
RHOQ,0.304654917
MCFD2,0.069991235
STON1,4.45E-08
TTC7A,1.96E-09
SOCS5,0.410273257
PSME4,0.999999997
LHCGR,2.80E-08
ACYP2,0.000220645
GPR75,0.003194802
MTIF2,9.07E-08
FSHR,3.75E-10
SPTBN1,1
ASB3,0.247642059
GTF2A1L,5.65E-07
ERLEC1,0.000679063
C2orf73,0.000860168
EML6,0.443032449
CHAC2,0.00282189
CLHC1,4.15E-15
TSPYL6,0.581660026
CCDC88A,0.999999956
RPS27A,0.525112782
RTN4,0.010835356
GPR75-ASB3,0.247642059
NRXN1,0.999948738
CCT4,0.99918405
COMMD1,0.372793786
FANCL,2.10E-08
PUS10,5.27E-10
BCL11A,0.828999685
REL,0.969516333
PNPT1,0.908266843
PEX13,0.023139719
AHSA2,5.61E-06
VRK2,1.22E-08
XPO1,0.999999567
FAM161A,3.03E-09
CCDC104,0.000457853
PAPOLG,0.989888395
USP34,1
SMEK2,0.811197027
KIAA1841,3.33E-06
EFEMP1,0.999786493
CCDC85A,0.001735205
CEP68,0.371622602
MEIS1,0.990885197
VPS54,0.94981674
PELI1,0.909074231
ETAA1,0.975314596
B3GNT2,0.696953714
EHBP1,0.999748962
UGP2,0.001020131
SPRED2,0.000973023
WDPCP,2.32E-09
ACTR2,0.997096541
RAB1A,0.602945641
TMEM17,0.004023962
MDH1,0.982634617
SLC1A4,0.242897704
SERTAD2,0.736975237
LGALSL,0.670765299
C1D,0.365972887
OTX1,0.219807904
AFTPH,0.996888388
BMP10,0.72271622
PROKR1,5.42E-10
ANTXR1,0.985283203
APLF,1.14E-17
FBXO48,0.016665308
ARHGAP25,0.438207321
GFPT1,0.974567999
GKN2,0.00014306
WDR92,0.805659459
NFU1,0.000687751
PNO1,0.256534457
CNRIP1,0.299559965
ANXA4,0.000342407
MXD1,0.388108481
PLEK,0.140273937
AAK1,0.999320421
GKN1,0.000264878
GMCL1,9.62E-06
PPP3R1,0.88982022
SNRNP27,0.024069445
CD207,1.65E-06
AC007040.11,0.000106767
MCEE,0.00211926
C2orf42,0.134381994
TGFA,0.574368122
MPHOSPH10,0.585921553
TEX261,0.000195342
PCBP1,0.727131612
CLEC4F,4.19E-12
ADD2,0.999175207
FAM136A,0.001478617
PCYOX1,6.73E-12
ATP6V1B1,0.00024405
FIGLA,0.731738228
VAX2,0.315038571
TIA1,0.832581092
SNRPG,0.866844386
ANKRD53,0.000455608
NAGK,8.58E-09
ASPRV1,0.091805263
C2orf78,6.92E-05
FBXO41,0.951773201
PRADC1,3.31E-07
CCT7,0.989844502
SFXN5,0.014030451
TPRKB,0.020618027
ZNF638,0.99995995
CYP26B1,0.954353507
EMX1,0.710215197
SPR,0.000439257
SMYD5,0.103327058
EXOC6B,0.666298052
ALMS1,3.04E-39
DUSP11,9.06E-05
PAIP2B,0.0917531
RAB11FIP5,0.002675916
NAT8,0.075651692
EGR4,0.006266778
DYSF,1.00E-15
TTC31,2.62E-15
DCTN1,0.291891036
WDR54,2.40E-06
MOB1A,0.853010255
ACTG2,0.692010864
LBX2,0.617324062
DGUOK,0.368434605
STAMBP,0.001430273
TET3,0.999942651
BOLA3,0.418296316
MRPL53,0.22224943
WBP1,0.000303097
RTKN,0.000149538
CCDC142,0.000167048
SLC4A5,1.37E-07
MOGS,3.25E-09
MTHFD2,0.151202634
INO80B,0.949554116
GCFC2,6.27E-12
PCGF1,0.987060431
TACR1,0.000227889
REG3A,0.001428607
AUP1,0.024155048
REG3G,2.18E-05
M1AP,5.83E-12
DQX1,7.47E-15
SEMA4F,6.74E-10
HK2,0.020932844
